"Time","/bin/busybox","/opt/erlang/lib/erlang/erts-14.2.5/bin/beam.smp","/usr/local/bin/scaphandre","/usr/share/grafana/bin/grafana","/usr/bin/mongod"
2025-01-17 12:09:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:10:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:10:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:10:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:10:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:11:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:11:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:11:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:11:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:12:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:12:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:12:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:12:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:13:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:13:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:13:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:13:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:14:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:14:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:14:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:14:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:15:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:15:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:15:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:15:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:16:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:16:15,0 B,0 B,131 kB,0 B,0 B
2025-01-17 12:16:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:16:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:17:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:17:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:17:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:17:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:18:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:18:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:18:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:18:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:19:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:19:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:19:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:19:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:20:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:20:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:20:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:20:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:21:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:21:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:21:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:21:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:22:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:22:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:22:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:22:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:23:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:23:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:23:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:23:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:24:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:24:15,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:24:30,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:24:45,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:25:00,0 B,0 B,0 B,0 B,0 B
2025-01-17 12:25:15,0 B,0 B,0 B,0 B,0 B
